"disease","recipient","loc_id","start_date","data_source","program_activity","country","year","grant_number","period","source","budget","expenditure","disbursement"
"malaria","DPS MONGALA","DRC","2020-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",63058.33145,0,0
"malaria","CAGF","NATIONAL","2020-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-MOH",90,"gf",1275287.288339,0,0
"malaria","DPS KWILU","DRC","2020-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",97463.2728,0,0
"malaria","DPS EQUATEUR","DRC","2020-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",87231.5221,0,0
"malaria","DPS ITURI","DRC","2020-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",140680.45073,0,0
"malaria","DPS MAI-NDOMBE","DRC","2020-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",68324.03705,0,0
"malaria","DPS SUD UBANGI","DRC","2020-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",83904.604525,0,0
"malaria","DPS NORD UBANGI","DRC","2020-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",58683.466025,0,0
"malaria","DPS MANIEMA","DRC","2020-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",87669.394475,0,0
"malaria","DPS HAUT UELE","DRC","2020-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",73313.1116,0,0
"malaria","CAGF","NATIONAL","2020-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-MOH",90,"gf",655831.288339,0,0
"malaria","DPS KWANGO","DRC","2020-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",60115.80865,0,0
"malaria","DPS NORD KIVU","DRC","2020-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",124878.04695,0,0
"malaria","DPS TSHUAPA","DRC","2020-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",62938.928875,0,0
"malaria","CAGF","NATIONAL","2020-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-MOH",90,"gf",1278308.995549,0,0
"malaria","SANRU Asbl","DRC","2018-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",7713102.6239205,0,0
"malaria","SANRU Asbl","DRC","2018-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",2666728.6233205,0,0
"malaria","SANRU Asbl","DRC","2018-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",2621937.2722971,0,0
"malaria","SANRU Asbl","DRC","2018-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",2161519.3933205,0,0
"malaria","SANRU Asbl","DRC","2019-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",7915211.1675205,0,0
"malaria","SANRU Asbl","DRC","2019-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",2485685.4615205,0,0
"malaria","SANRU Asbl","DRC","2019-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",2159179.6034971,0,0
"malaria","SANRU Asbl","DRC","2019-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",1996952.2315205,0,0
"malaria","SANRU Asbl","DRC","2020-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",2054504.6877205,0,0
"malaria","DPS HAUT UELE","DRC","2020-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",73313.1116,0,0
"malaria","DPS KWANGO","DRC","2020-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",60115.80865,0,0
"malaria","DPS NORD KIVU","DRC","2020-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",124878.04695,0,0
"malaria","DPS TSHUAPA","DRC","2020-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",62938.928875,0,0
"malaria","DPS KINSHASA","DRC","2020-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",125122.0264,0,0
"malaria","DPS KONGO CENTRAL","DRC","2020-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",117438.48033,0,0
"malaria","DPS BAS UELE","DRC","2020-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",66186.06633,0,0
"malaria","CAGF","NATIONAL","2019-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-MOH",90,"gf",1431024.995549,0,0
"malaria","CAGF","NATIONAL","2019-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-MOH",90,"gf",747594.288339,0,0
"malaria","CAGF","NATIONAL","2020-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-MOH",90,"gf",1519750.788339,0,0
"malaria","SECTEUR PRIVE","DRC","2018-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",168097.53742,0,0
"malaria","DPS KWANGO","DRC","2020-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",60115.80865,0,0
"malaria","DPS NORD KIVU","DRC","2020-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",124878.04695,0,0
"malaria","DPS TSHUAPA","DRC","2020-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",62938.928875,0,0
"malaria","DPS KINSHASA","DRC","2020-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",125122.0264,0,0
"malaria","DPS KONGO CENTRAL","DRC","2020-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",117438.48033,0,0
"malaria","DPS KWANGO","DRC","2018-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",96383.19615,0,0
"malaria","DPS NORD KIVU","DRC","2018-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",125583.67195,0,0
"malaria","DPS TSHUAPA","DRC","2018-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",95247.803875,0,0
"malaria","DPS KINSHASA","DRC","2018-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",214571.1189,0,0
"malaria","DPS MANIEMA","DRC","2019-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",87669.394475,0,0
"malaria","DPS HAUT UELE","DRC","2019-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",73313.1116,0,0
"malaria","SECTEUR PRIVE","DRC","2019-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",113451.32619,0,0
"malaria","DPS KWANGO","DRC","2019-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",60115.80865,0,0
"malaria","DPS NORD KIVU","DRC","2019-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",124878.04695,0,0
"malaria","DPS TSHUAPA","DRC","2019-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",62938.928875,0,0
"malaria","DPS KINSHASA","DRC","2019-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",125122.0264,0,0
"malaria","DPS KONGO CENTRAL","DRC","2019-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",117438.48033,0,0
"malaria","DPS BAS UELE","DRC","2019-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",66186.06633,0,0
"malaria","DPS MONGALA","DRC","2019-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",63058.33145,0,0
"malaria","DPS TSHOPO","DRC","2019-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",95032.06378,0,0
"malaria","DPS KWILU","DRC","2019-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",97463.2728,0,0
"malaria","DPS EQUATEUR","DRC","2019-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",87231.5221,0,0
"malaria","DPS ITURI","DRC","2019-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",140680.45073,0,0
"malaria","MoFPED","uga","2017-01-01","fpm","Other/Unidentified","Uganda",2017,"UGA-M-MoFPED",90,"gf",199494.48,0,0
"malaria","MoFPED","uga","2017-04-01","fpm","Other/Unidentified","Uganda",2017,"UGA-M-MoFPED",90,"gf",100585.04,0,0
"malaria","MoFPED","uga","2017-07-01","fpm","Other/Unidentified","Uganda",2017,"UGA-M-MoFPED",90,"gf",83059.28,0,0
"malaria","MoFPED","uga","2017-10-01","fpm","Other/Unidentified","Uganda",2017,"UGA-M-MoFPED",90,"gf",83059.28,0,0
"malaria","Ministry of Finance, Planning and Economic Development of the Republic of Uganda","uga","2018-01-01","fpm","Other/Unidentified","Uganda",2018,"UGA-M-MoFPED",90,"gf",38596.896323,0,0
"malaria","Ministry of Finance, Planning and Economic Development of the Republic of Uganda","uga","2019-04-01","fpm","Other/Unidentified","Uganda",2019,"UGA-M-MoFPED",90,"gf",127031.924903,0,0
"malaria","Ministry of Finance, Planning and Economic Development of the Republic of Uganda","uga","2019-07-01","fpm","Other/Unidentified","Uganda",2019,"UGA-M-MoFPED",90,"gf",101714.324902,0,0
"malaria","Ministry of Finance, Planning and Economic Development of the Republic of Uganda","uga","2019-10-01","fpm","Other/Unidentified","Uganda",2019,"UGA-M-MoFPED",90,"gf",56584.610613,0,0
"malaria","Ministry of Finance, Planning and Economic Development of the Republic of Uganda","uga","2020-01-01","fpm","Other/Unidentified","Uganda",2020,"UGA-M-MoFPED",90,"gf",161778.753463,0,0
"malaria","Ministry of Finance, Planning and Economic Development of the Republic of Uganda","uga","2020-04-01","fpm","Other/Unidentified","Uganda",2020,"UGA-M-MoFPED",90,"gf",226596.353443,0,0
"malaria","Ministry of Finance, Planning and Economic Development of the Republic of Uganda","uga","2020-07-01","fpm","Other/Unidentified","Uganda",2020,"UGA-M-MoFPED",90,"gf",16132.182042,0,0
"malaria","Ministry of Finance, Planning and Economic Development of the Republic of Uganda","uga","2020-10-01","fpm","Other/Unidentified","Uganda",2020,"UGA-M-MoFPED",90,"gf",13089.610613,0,0
"malaria","GF-PPM","uga","2017-01-01","fpm","Other/Unidentified","Uganda",2017,"UGA-M-MoFPED",90,"gf",0,0,0
"malaria","NDA","uga","2017-01-01","fpm","Other/Unidentified","Uganda",2017,"UGA-M-MoFPED",90,"gf",0,0,0
"malaria","GF-PPM","uga","2017-04-01","fpm","Other/Unidentified","Uganda",2017,"UGA-M-MoFPED",90,"gf",0,0,0
"malaria","NDA","uga","2017-04-01","fpm","Other/Unidentified","Uganda",2017,"UGA-M-MoFPED",90,"gf",0,0,0
"malaria","GF-PPM","uga","2017-07-01","fpm","Other/Unidentified","Uganda",2017,"UGA-M-MoFPED",90,"gf",0,0,0
"malaria","NDA","uga","2017-07-01","fpm","Other/Unidentified","Uganda",2017,"UGA-M-MoFPED",90,"gf",0,0,0
"malaria","GF-PPM","uga","2017-10-01","fpm","Other/Unidentified","Uganda",2017,"UGA-M-MoFPED",90,"gf",0,0,0
"malaria","NDA","uga","2017-10-01","fpm","Other/Unidentified","Uganda",2017,"UGA-M-MoFPED",90,"gf",0,0,0
"malaria","PSI","multiple","2017-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2017,"COD-M-PSI",90,"gf",1652042.777388,0,0
"malaria","PSI","multiple","2017-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2017,"COD-M-PSI",90,"gf",1307480.148751,0,0
"malaria","SR-Kivu","multiple","2017-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2017,"COD-M-PSI",90,"gf",0,0,0
"malaria","SR-Katanga","multiple","2017-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2017,"COD-M-PSI",90,"gf",0,0,0
"malaria","SR-Kinshasa","multiple","2017-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2017,"COD-M-PSI",90,"gf",0,0,0
"malaria","SR-TBD","multiple","2017-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2017,"COD-M-PSI",90,"gf",0,0,0
"malaria","DPS KWILU","DRC","2019-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",97463.2728,0,0
"malaria","DPS EQUATEUR","DRC","2019-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",87231.5221,0,0
"malaria","DPS ITURI","DRC","2019-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",140680.45073,0,0
"malaria","DPS MAI-NDOMBE","DRC","2019-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",68324.03705,0,0
"malaria","DPS SUD UBANGI","DRC","2019-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",83904.604525,0,0
"malaria","DPS NORD UBANGI","DRC","2019-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",58683.466025,0,0
"malaria","TASO","uga","2017-01-01","fpm","Other/Unidentified","Uganda",2017,"UGA-M-TASO",90,"gf",0,0,0
"malaria","TASO","uga","2017-04-01","fpm","Other/Unidentified","Uganda",2017,"UGA-M-TASO",90,"gf",0,0,0
"malaria","TASO","uga","2017-07-01","fpm","Other/Unidentified","Uganda",2017,"UGA-M-TASO",90,"gf",0,0,0
"malaria","TASO","uga","2017-10-01","fpm","Other/Unidentified","Uganda",2017,"UGA-M-TASO",90,"gf",0,0,0
"malaria","Ministry of Finance, Planning and Economic Development of the Republic of Uganda","uga","2018-04-01","fpm","Other/Unidentified","Uganda",2018,"UGA-M-MoFPED",90,"gf",26619.782043,0,0
"malaria","Ministry of Finance, Planning and Economic Development of the Republic of Uganda","uga","2018-07-01","fpm","Other/Unidentified","Uganda",2018,"UGA-M-MoFPED",90,"gf",16132.182042,0,0
"malaria","Ministry of Finance, Planning and Economic Development of the Republic of Uganda","uga","2018-10-01","fpm","Other/Unidentified","Uganda",2018,"UGA-M-MoFPED",90,"gf",70370.896333,0,0
"malaria","Ministry of Finance, Planning and Economic Development of the Republic of Uganda","uga","2019-01-01","fpm","Other/Unidentified","Uganda",2019,"UGA-M-MoFPED",90,"gf",212482.324893,0,0
"malaria","SRs","uga","2017-01-01","fpm","Other/Unidentified","Uganda",2017,"UGA-M-TASO",90,"gf",31118.5,0,0
"malaria","SRs","uga","2017-04-01","fpm","Other/Unidentified","Uganda",2017,"UGA-M-TASO",90,"gf",0,0,0
"malaria","SRs","uga","2017-07-01","fpm","Other/Unidentified","Uganda",2017,"UGA-M-TASO",90,"gf",38586.94,0,0
"malaria","SRs","uga","2017-10-01","fpm","Other/Unidentified","Uganda",2017,"UGA-M-TASO",90,"gf",0,0,0
"malaria","DPS KWILU","DRC","2019-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",97463.2728,0,0
"malaria","DPS EQUATEUR","DRC","2019-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",87231.5221,0,0
"malaria","DPS ITURI","DRC","2019-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",140680.45073,0,0
"malaria","DPS MAI-NDOMBE","DRC","2019-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",68324.03705,0,0
"malaria","DPS SUD UBANGI","DRC","2019-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",83904.604525,0,0
"malaria","DPS NORD UBANGI","DRC","2019-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",58683.466025,0,0
"malaria","DPS MANIEMA","DRC","2019-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",87669.394475,0,0
"malaria","DPS HAUT UELE","DRC","2019-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",73313.1116,0,0
"malaria","SECTEUR PRIVE","DRC","2019-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",113451.32619,0,0
"malaria","DPS KWANGO","DRC","2019-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",60115.80865,0,0
"malaria","DPS NORD KIVU","DRC","2019-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",124878.04695,0,0
"malaria","DPS TSHUAPA","DRC","2019-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",62938.928875,0,0
"malaria","DPS KINSHASA","DRC","2019-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",125122.0264,0,0
"malaria","DPS KONGO CENTRAL","DRC","2019-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",117438.48033,0,0
"malaria","DPS BAS UELE","DRC","2019-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",66186.06633,0,0
"malaria","DPS MONGALA","DRC","2019-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",63058.33145,0,0
"malaria","DPS TSHOPO","DRC","2019-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",95032.06378,0,0
"malaria","DPS KWILU","DRC","2019-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",97463.2728,0,0
"malaria","DPS EQUATEUR","DRC","2019-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",87231.5221,0,0
"malaria","DPS ITURI","DRC","2019-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",140680.45073,0,0
"malaria","DPS MAI-NDOMBE","DRC","2019-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",68324.03705,0,0
"malaria","DPS SUD UBANGI","DRC","2019-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",83904.604525,0,0
"malaria","DPS NORD UBANGI","DRC","2019-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",58683.466025,0,0
"malaria","DPS MANIEMA","DRC","2019-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",87669.394475,0,0
"malaria","DPS HAUT UELE","DRC","2019-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",73313.1116,0,0
"malaria","SECTEUR PRIVE","DRC","2019-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",113451.32619,0,0
"malaria","DPS KWANGO","DRC","2019-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",60115.80865,0,0
"malaria","DPS NORD KIVU","DRC","2019-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",124878.04695,0,0
"malaria","DPS TSHUAPA","DRC","2019-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",62938.928875,0,0
"malaria","DPS KINSHASA","DRC","2019-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",125122.0264,0,0
"malaria","DPS KONGO CENTRAL","DRC","2019-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",117438.48033,0,0
"malaria","DPS BAS UELE","DRC","2019-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",66186.06633,0,0
"malaria","DPS MONGALA","DRC","2019-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",63058.33145,0,0
"malaria","DPS TSHOPO","DRC","2019-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",95032.06378,0,0
"malaria","DPS MAI-NDOMBE","DRC","2019-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",68324.03705,0,0
"malaria","DPS SUD UBANGI","DRC","2019-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",83904.604525,0,0
"malaria","DPS NORD UBANGI","DRC","2019-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",58683.466025,0,0
"malaria","DPS MANIEMA","DRC","2019-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",87669.394475,0,0
"malaria","DPS HAUT UELE","DRC","2019-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",73313.1116,0,0
"malaria","SECTEUR PRIVE","DRC","2019-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2019,"COD-M-SANRU",90,"gf",113451.32619,0,0
"malaria","DPS KWANGO","DRC","2020-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",60115.80865,0,0
"malaria","DPS NORD KIVU","DRC","2020-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",124878.04695,0,0
"malaria","DPS TSHUAPA","DRC","2020-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",62938.928875,0,0
"malaria","DPS KINSHASA","DRC","2020-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",125122.0264,0,0
"malaria","DPS KONGO CENTRAL","DRC","2020-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",117438.48033,0,0
"malaria","DPS BAS UELE","DRC","2020-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",66186.06633,0,0
"malaria","DPS MONGALA","DRC","2020-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",63058.33145,0,0
"malaria","DPS TSHOPO","DRC","2020-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",95032.06378,0,0
"malaria","DPS KWILU","DRC","2020-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",97463.2728,0,0
"malaria","DPS EQUATEUR","DRC","2020-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",87231.5221,0,0
"malaria","DPS ITURI","DRC","2020-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",140680.45073,0,0
"malaria","DPS MAI-NDOMBE","DRC","2020-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",68324.03705,0,0
"malaria","DPS SUD UBANGI","DRC","2020-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",83904.604525,0,0
"malaria","DPS NORD UBANGI","DRC","2020-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",58683.466025,0,0
"malaria","DPS MANIEMA","DRC","2020-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",87669.394475,0,0
"malaria","DPS HAUT UELE","DRC","2020-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",73313.1116,0,0
"malaria","SECTEUR PRIVE","DRC","2020-01-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",110076.2981,0,0
"malaria","SECTEUR PRIVE","DRC","2020-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",110076.2981,0,0
"malaria","SECTEUR PRIVE","DRC","2020-07-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",110076.2981,0,0
"malaria","SECTEUR PRIVE","DRC","2020-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2020,"COD-M-SANRU",90,"gf",110076.2981,0,0
"malaria","SR-Bandudu","multiple","2017-10-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2017,"COD-M-PSI",90,"gf",0,0,0
"malaria","DPS TSHOPO","DRC","2018-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",154107.44065,0,0
"malaria","DPS KWILU","DRC","2018-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",96648.76405,0,0
"malaria","DPS EQUATEUR","DRC","2018-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",87970.6971,0,0
"malaria","DPS ITURI","DRC","2018-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",247556.93823,0,0
"malaria","DPS MAI-NDOMBE","DRC","2018-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",69312.73705,0,0
"malaria","DPS SUD UBANGI","DRC","2018-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",84554.810775,0,0
"malaria","DPS NORD UBANGI","DRC","2018-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",59145.991025,0,0
"malaria","DPS MANIEMA","DRC","2018-04-01","fpm","Other/Unidentified","Congo (Democratic Republic)",2018,"COD-M-SANRU",90,"gf",142036.12135,0,0
