"","region","centre","type","annee","trimestre","tpm_fp_nc","tpm_fp_em","tpm_fp_ef","tpm_fp_am","tpm_fp_af","tpm_fp_ nc_m","tpm_fp_nc_f","tpm_rech","tpm_rech_em","tpm_rech_ef","tpm_rech_am","tpm_rech_af","tpm_rech_m","tpm_rech_m2","tpm_ret","tpm_ret_em","tpm_ret_ef","tpm_ret_am","tpm_ret_af","tpm_ret_m","tpm_ret_f","tmp_fn","tmp_fn_e","tmp_fn_a","tmp_fn_m","tmp_fn_f","tmp_fn_nf","tmp_fn_nf_e","tmp_fn_nf_a","tmp_fn_nf_m","tmp_fn_nf_f","tep_nc","tep_nc_e","tep_nc_a","tep_nc_m","tep_nc_f","cas_aut","cas_aut_enf","cas_aut_adu","cas_aut_m","cas_aut_f","tb_tfc","tb_tfc_enf","tb_tfc_enf_m","tb_tfc_enf_f","tb_tfc_a","tb_tfc_am","tb_tfc_af","tb_tfc_m","tb_tfc_f","tb_vih","tb_vih_m","tb_vih_f","vih_tb","vih_tb_m","vih_tb_f","tb_vih2","tb_vih_m2","tb_vih_f2","tb_vih_cotrim","tb_vih_cotrim_m","tb_vih_contrim_f","tb_vih_arv","tb_vih_arv_m","tb_vih_arv_f","ntr_rhz","ntr_erhz","ntr_serhz","ntr_cpx","cas_enf_genexpert","cas_enf_confirme","cas_enf_res","cas_adul_genexpert","cas_adul_confirme","cas_adul_res","tot_genexpert","tot_confirme","tot_res","pop","tpm_plus_attendus","tpm_plus_tauxdet","tbtot_cas_atendu","tbtot_taux_det","tbtot_nc_annee","gueris_total","gueris_taux","trait_tot","trait_pc","deces_total","deces_pc","echec_tot","echec_pc","abandon_tot","pdv_pc","noneval_tot","noneval_pc","eval_tot","eval_pc","com_cause","com_mobsoc","com_radio","com_vad_touss","com_vad_irr","com_vad_pdv","com_nom_touss","com_tpm_diag","com_det_ttf","com_enf_ref","com_suivis","struct_micros_pc","struct_xray_pc","struct_tbmedprem_pc","struct_tbstrepto_pc","perf_lab","pauvrety","retr_tarv","retr_tbvih","retr_vihantitb","retr_cotrimox","tpm_chimio_enf","tpm_chimio_pvvih","tb_diag_nc","tb_diag_nc_b","tb_diag_rech","tb_diag_rech_b","dur_rupt1","dur_rupt2","dur_rupt3","exstock1","exstock2","vad_tot","ntr_all","tbvih_arvtx_rate"
"31","DAKAR","Dkr-centre","DISTRICT",2014,3,90,0,1,66,23,66,24,11,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,7,1,6,NA,NA,0,0,0,NA,NA,14,1,13,NA,NA,1,0,1,NA,NA,127,3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,0,114,16,30,NA,NA,0,NA,NA,0,NA,NA,0,338285,93,0.97,115,1.1,99,94,0.95,0,0,2,0.02,0,0,3,0.03,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,NA,NA,46,NA,129,NA,1474,3028,6,NA,NA,NA,NA,4000,4000,NA,130,1
"32","DAKAR","Dkr-nord","DISTRICT",2014,3,154,0,0,113,41,113,41,9,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,24,5,19,NA,NA,2,0,2,NA,NA,35,2,33,NA,NA,6,1,5,NA,NA,231,8,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,8,NA,NA,13,NA,NA,13,NA,NA,13,NA,NA,8,187,15,54,NA,NA,0,NA,NA,0,NA,NA,0,400832,110,1.4,136,1.7,156,140,0.9,1,0.01,4,0.03,0,0,6,0.04,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,1,1,38,1,154,24,1329,3090,NA,NA,NA,NA,NA,NA,NA,NA,210,1
"33","DAKAR","Dkr-ouest","DISTRICT",2014,3,62,0,2,41,19,41,21,5,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,6,0,6,NA,NA,0,0,0,NA,NA,14,2,12,NA,NA,1,0,1,NA,NA,90,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,5,NA,NA,9,NA,NA,9,NA,NA,9,NA,NA,4,81,8,22,NA,NA,0,NA,NA,1,NA,NA,1,159745,44,1.41,54,1.66,55,43,0.78,1,0.02,4,0.07,3,0.05,3,0.05,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,NA,1,19,NA,100,NA,1505,2856,NA,NA,NA,NA,NA,NA,NA,NA,93,1
"34","DAKAR","Dkr-sud","DISTRICT",2014,3,98,6,1,80,11,86,12,6,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,5,0,5,NA,NA,0,0,0,NA,NA,16,1,15,NA,NA,0,0,0,NA,NA,131,8,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,7,NA,NA,11,NA,NA,11,NA,NA,11,NA,NA,8,121,12,0,NA,NA,0,NA,NA,0,NA,NA,0,200823,55,1.77,68,1.92,77,53,0.69,1,0.01,2,0.03,5,0.06,9,0.12,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,1,1,27,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,1
"35","DAKAR","Guédiawaye","DISTRICT",2014,3,85,2,1,63,19,65,20,11,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,5,0,5,NA,NA,0,0,0,NA,NA,14,1,13,NA,NA,0,0,0,NA,NA,120,4,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,8,NA,NA,12,NA,NA,12,NA,NA,12,NA,NA,4,99,11,39,NA,NA,0,NA,NA,0,NA,NA,0,332934,92,0.93,113,1.06,142,132,0.93,2,0.01,4,0.03,0,0,0,0,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,2,2,57,2,140,5,715,2341,NA,NA,5,5,5,NA,NA,NA,114,1
"36","DAKAR","HEAR","HOPITAL",2014,3,6,4,1,1,0,5,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,8,8,0,NA,NA,0,0,0,NA,NA,17,16,1,NA,NA,0,0,0,NA,NA,31,29,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,6,NA,NA,12,NA,NA,12,NA,NA,12,NA,NA,29,11,0,4,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,1,0,0,1,1,0,0,0,0,0,0,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,1
"37","DAKAR","H,Fann M Infect","HOPITAL",2014,3,13,0,0,10,3,10,3,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,28,0,28,NA,NA,0,0,0,NA,NA,44,0,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,22,NA,NA,41,NA,NA,41,NA,NA,31,NA,NA,0,49,2,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,20,10,0.5,0,0,5,0.25,0,0,1,0.05,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,0.75609756097561
"38","DAKAR","HALD","HOPITAL",2014,3,5,2,3,0,0,2,3,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,6,0,NA,NA,0,0,0,NA,NA,3,3,0,NA,NA,0,0,0,NA,NA,14,14,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,2,NA,NA,0,NA,NA,14,6,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0
"39","DAKAR","HOGGY","HOPITAL",2014,3,6,0,0,4,2,4,2,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,3,1,2,NA,NA,0,0,0,NA,NA,24,4,20,NA,NA,0,0,0,NA,NA,33,5,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,6,NA,NA,0,NA,NA,2,NA,NA,5,32,0,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,12,5,0.42,5,0.42,0,0,0,0,0,0,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,0.333333333333333
"40","DAKAR","HPD","HOPITAL",2014,3,10,0,0,10,0,10,0,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,15,0,15,NA,NA,0,0,0,NA,NA,6,0,6,NA,NA,0,0,0,NA,NA,32,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,0,37,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,14,14,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,1
"41","DAKAR","Mbao","DISTRICT",2014,3,82,1,1,57,23,58,24,7,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,4,2,2,NA,NA,1,1,0,NA,NA,14,4,10,NA,NA,0,0,0,NA,NA,111,9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7,NA,NA,8,NA,NA,8,NA,NA,6,NA,NA,9,99,10,13,NA,NA,0,NA,NA,0,NA,NA,0,284013,78,1.05,97,1.15,71,66,0.93,1,0.01,1,0.01,1,0.01,2,0.03,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,NA,1,36,1,64,NA,2760,5260,NA,NA,NA,NA,NA,NA,NA,NA,118,0.75
"42","DAKAR","Pikine","DISTRICT",2014,3,168,2,2,121,43,123,45,13,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,16,0,16,NA,NA,0,0,0,NA,NA,14,1,13,NA,NA,0,0,0,NA,NA,222,5,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,14,NA,NA,28,NA,NA,26,NA,NA,24,NA,NA,5,201,24,65,NA,NA,0,NA,NA,2,NA,NA,2,375020,103,1.63,128,1.74,139,118,0.85,3,0.02,1,0.01,1,0.01,16,0.12,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,7,7,77,7,167,70,1887,1887,77,75,NA,NA,NA,NA,NA,NA,230,0.857142857142857
"43","DAKAR","Keur Massar","DISTRICT",2014,3,136,2,3,108,23,110,26,15,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,5,1,4,NA,NA,1,0,1,NA,NA,28,8,20,NA,NA,0,0,0,NA,NA,188,14,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,4,NA,NA,4,NA,NA,4,NA,NA,14,175,18,105,NA,NA,0,NA,NA,0,NA,NA,0,320047,88,1.55,109,1.73,170,166,0.98,0,0,4,0.02,0,0,0,0,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,1,1,73,1,538,NA,1816,3450,331,NA,NA,NA,NA,NA,NA,NA,207,1
"44","DAKAR","Rufisque","DISTRICT",2014,3,87,0,1,61,25,61,26,2,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,6,0,6,NA,NA,6,6,0,NA,NA,15,2,13,NA,NA,0,0,0,NA,NA,120,9,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,6,NA,NA,8,NA,NA,6,NA,NA,6,NA,NA,1,106,6,1,NA,NA,0,NA,NA,2,NA,NA,2,229825,63,1.38,78,1.54,79,68,0.86,3,0.04,1,0.01,2,0.03,3,0.04,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,NA,NA,12,NA,26,2,1934,3450,21,21,NA,NA,NA,NA,NA,NA,113,0.75
"45","DAKAR","Diameniadio","DISTRICT",2014,3,41,1,1,24,15,25,16,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,1,4,NA,NA,1,1,0,NA,NA,2,1,1,NA,NA,0,0,0,NA,NA,51,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,2,NA,NA,4,NA,NA,5,50,2,18,NA,NA,0,NA,NA,0,NA,NA,0,108241,30,1.38,37,1.39,31,25,0.81,1,0.03,0,0,0,0,3,0.1,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,NA,NA,19,NA,75,NA,928,1911,NA,NA,NA,NA,NA,NA,NA,NA,57,2
"46","DAKAR","Dkr-centre","DISTRICT",2014,4,92,1,1,63,27,64,28,10,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,8,1,7,NA,NA,0,0,0,NA,NA,8,0,8,NA,NA,1,0,1,NA,NA,121,3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,3,113,14,34,NA,NA,0,NA,NA,0,NA,NA,0,338285,93,0.99,115,1.05,91,86,0.95,0,0,0,0,1,0.01,4,0.04,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,NA,NA,46,NA,129,NA,1474,3028,6,NA,NA,NA,NA,4000,4000,NA,130,NA
"47","DAKAR","Dkr-nord","DISTRICT",2014,4,130,1,1,95,33,96,34,12,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,11,1,10,NA,NA,4,3,1,NA,NA,28,2,26,NA,NA,0,0,0,NA,NA,187,8,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,3,NA,NA,5,NA,NA,4,NA,NA,4,NA,NA,8,157,14,57,NA,NA,0,NA,NA,3,NA,NA,3,400832,110,1.18,136,1.37,131,122,0.93,0,0,3,0.02,1,0.01,1,0.01,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,1,1,38,1,154,24,1329,3090,NA,NA,NA,NA,NA,NA,NA,NA,179,0.8
"48","DAKAR","Dkr-ouest","DISTRICT",2014,4,60,1,0,38,21,39,21,5,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,5,0,5,NA,NA,1,0,1,NA,NA,23,0,23,NA,NA,0,0,0,NA,NA,95,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,4,NA,NA,7,NA,NA,5,NA,NA,5,NA,NA,1,90,6,29,NA,NA,0,NA,NA,0,NA,NA,0,159745,44,1.37,54,1.75,54,46,0.85,1,0.02,3,0.06,1,0.02,2,0.04,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,NA,1,19,NA,100,NA,1505,2856,NA,NA,NA,NA,NA,NA,NA,NA,97,0.714285714285714
"49","DAKAR","Dkr-sud","DISTRICT",2014,4,87,0,0,64,23,64,23,12,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,0,0,0,NA,NA,13,2,11,NA,NA,0,0,0,NA,NA,120,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,3,107,18,0,NA,NA,0,NA,NA,2,NA,NA,2,200823,55,1.58,68,1.76,84,70,0.83,2,0.02,1,0.01,1,0.01,8,0.1,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,1,1,27,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128,1
"50","DAKAR","Guédiawaye","DISTRICT",2014,4,99,0,1,76,22,76,23,15,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA,4,0,4,NA,NA,0,0,0,NA,NA,10,1,9,NA,NA,0,0,0,NA,NA,128,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,6,NA,NA,9,NA,NA,9,NA,NA,3,NA,NA,2,115,15,40,NA,NA,0,NA,NA,0,NA,NA,0,332934,92,1.08,113,1.13,97,86,0.89,0,0,3,0.03,1,0.01,3,0.03,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,2,2,57,2,140,5,715,2341,NA,NA,5,5,5,NA,NA,NA,132,0.333333333333333
"51","DAKAR","HEAR","HOPITAL",2014,4,5,2,3,0,0,2,3,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,8,7,1,NA,NA,0,0,0,NA,NA,13,13,0,NA,NA,0,0,0,NA,NA,26,25,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,25,9,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,3,0,0,3,1,0,0,0,0,0,0,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA
"52","DAKAR","H,Fann M Infect","HOPITAL",2014,4,14,0,0,11,10,11,10,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,6,0,6,NA,NA,0,0,0,NA,NA,27,0,27,NA,NA,1,0,1,NA,NA,49,0,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,25,NA,NA,41,NA,NA,41,NA,NA,37,NA,NA,0,53,2,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,14,7,0.5,2,0.14,4,0.29,0,0,1,0.07,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,0.902439024390244
"53","DAKAR","HALD","HOPITAL",2014,4,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,13,0,13,NA,NA,0,0,0,NA,NA,14,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,4,NA,NA,3,NA,NA,1,NA,NA,0,14,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,2,1,0.5,0,0,1,0.5,0,0,0,0,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0.25
"54","DAKAR","HOGGY","HOPITAL",2014,4,8,0,0,7,1,7,1,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,0,0,0,NA,NA,13,2,11,NA,NA,0,0,0,NA,NA,23,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,3,NA,NA,3,NA,NA,2,21,1,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,17,15,0.88,1,0.06,0,0,0,0,0,0,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,3
"55","DAKAR","HPD","HOPITAL",2014,4,11,0,0,8,3,8,3,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,6,0,6,NA,NA,0,0,0,NA,NA,11,0,11,NA,NA,0,0,0,NA,NA,28,0,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,6,NA,NA,10,NA,NA,10,NA,NA,10,NA,NA,0,28,0,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,18,15,0.83,2,0.11,1,0.06,0,0,0,0,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1
"56","DAKAR","Mbao","DISTRICT",2014,4,96,0,0,70,26,70,26,7,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,0,0,0,NA,NA,13,2,11,NA,NA,2,0,2,NA,NA,124,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,112,13,13,NA,NA,0,NA,NA,0,NA,NA,0,284013,78,1.23,97,1.28,89,84,0.94,0,0,1,0.01,1,0.01,2,0.02,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,NA,1,36,1,64,NA,2760,5260,NA,NA,NA,NA,NA,NA,NA,NA,127,1
"57","DAKAR","Pikine","DISTRICT",2014,4,120,0,1,93,26,93,27,13,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,15,1,14,NA,NA,0,0,0,NA,NA,7,1,6,NA,NA,0,0,0,NA,NA,159,3,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,14,NA,NA,25,NA,NA,25,NA,NA,25,NA,NA,3,144,17,39,NA,NA,0,NA,NA,1,NA,NA,1,375020,103,1.16,128,1.25,119,83,0.7,13,0.11,0,0,1,0.01,22,0.18,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,7,7,77,7,167,70,1887,1887,77,75,NA,NA,NA,NA,NA,NA,164,1
"58","DAKAR","Keur Massar","DISTRICT",2014,4,131,0,1,95,35,95,36,20,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,4,0,4,NA,NA,0,0,0,NA,NA,18,2,16,NA,NA,1,0,1,NA,NA,177,3,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,4,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,3,156,23,133,NA,NA,0,NA,NA,1,NA,NA,1,320047,88,1.49,109,1.63,165,145,0.88,10,0.06,0,0,3,0.02,7,0.04,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,1,1,73,1,538,NA,1816,3450,331,NA,NA,NA,NA,NA,NA,NA,182,1
"59","DAKAR","Rufisque","DISTRICT",2014,4,88,1,0,64,23,65,23,3,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,11,3,8,NA,NA,4,1,3,NA,NA,6,1,5,NA,NA,1,1,0,NA,NA,119,7,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,3,NA,NA,3,NA,NA,3,NA,NA,7,104,9,2,NA,NA,0,NA,NA,2,NA,NA,2,229825,63,1.39,78,1.52,69,47,0.68,7,0.1,3,0.04,1,0.01,9,0.13,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,NA,NA,12,NA,26,2,1934,3450,21,21,NA,NA,NA,NA,NA,NA,120,1
"60","DAKAR","Diameniadio","DISTRICT",2014,4,40,1,0,23,16,24,16,7,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,5,0,5,NA,NA,0,0,0,NA,NA,2,0,2,NA,NA,0,0,0,NA,NA,56,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,50,9,16,NA,NA,0,NA,NA,0,NA,NA,0,108241,30,1.34,37,1.52,38,29,0.76,0,0,2,0.05,0,0,5,0.13,NA,NA,NA,NA,383,61,2,13817,NA,NA,302,26,NA,13,7,0.29,0,0.5,0.32,NA,0.022,NA,NA,19,NA,75,NA,928,1911,NA,NA,NA,NA,NA,NA,NA,NA,60,NA
"61","DIOURBEL","Bambey","DISTRICT",2014,1,50,0,0,31,19,31,19,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,9,0,9,NA,NA,0,0,0,NA,NA,4,1,3,NA,NA,0,0,0,NA,NA,67,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,63,3,15,NA,NA,0,NA,NA,0,NA,NA,0,360652,99,0.5,123,0.55,35,31,0.89,0,0,4,0.11,0,0,0,0,NA,NA,NA,NA,154,24,3,4761,NA,NA,230,19,NA,14,36,0.03,0,0.83,0.13,NA,0.343,1,1,12,1,59,NA,736,1498,17,4,NA,NA,NA,NA,NA,NA,67,1
"62","DIOURBEL","Diourbel","DISTRICT",2014,1,34,0,0,20,14,20,14,5,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,10,2,8,NA,NA,0,0,0,NA,NA,16,2,14,NA,NA,3,0,3,NA,NA,69,4,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,2,NA,NA,4,63,9,43,NA,NA,0,NA,NA,0,NA,NA,0,296160,81,0.42,101,0.69,29,26,0.9,0,0,3,0.1,0,0,0,0,NA,NA,NA,NA,154,24,3,4761,NA,NA,230,19,NA,14,36,0.03,0,0.83,0.13,NA,0.343,NA,NA,12,NA,287,6,1319,2637,NA,2,NA,NA,60,NA,NA,NA,76,1
"63","DIOURBEL","Mbacké","DISTRICT",2014,1,19,0,0,16,3,16,3,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,3,3,0,NA,NA,5,1,4,NA,NA,1,0,1,NA,NA,32,4,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,4,26,5,33,NA,NA,0,NA,NA,0,NA,NA,0,176832,49,0.39,60,0.53,27,26,0.96,0,0,1,0.04,0,0,0,0,NA,NA,NA,NA,154,24,3,4761,NA,NA,230,19,NA,14,36,0.03,0,0.83,0.13,NA,0.343,NA,NA,12,NA,86,NA,659,1767,NA,2,NA,NA,NA,NA,NA,NA,35,NA
